-180	522	238
-179.786	541	270
-179.571	527	472
-179.357	513	566
-179.143	531	396
-178.929	536	259
-178.714	526	234
-178.5	528	218
-178.286	525	201
-178.071	519	173
-177.857	500	129
-177.643	0	6
-177.429	0	6
-177.214	0	6
-177	4809	225
-176.786	4779	231
-176.571	4764	232
-176.357	4736	237
-176.143	4735	239
-175.929	4727	238
-175.714	4705	239
-175.5	4690	239
-175.286	4657	239
-175.071	4656	240
-174.857	4649	237
-174.643	4640	238
-174.429	4620	238
-174.214	0	6
-174	568	197
-173.786	569	243
-173.571	558	264
-173.357	586	262
-173.143	571	249
-172.929	548	207
-172.714	0	6
-172.5	4495	231
-172.286	4506	231
-172.071	4464	233
-171.857	4461	233
-171.643	4450	235
-171.429	4450	237
-171.214	4425	239
-171	4411	239
-170.786	4399	241
-170.571	4391	242
-170.357	4359	246
-170.143	4377	244
-169.929	4361	245
-169.714	4346	246
-169.5	4340	246
-169.286	4311	250
-169.071	4308	249
-168.857	4298	249
-168.643	4301	250
-168.429	4267	251
-168.214	4269	249
-168	4267	250
-167.786	4249	251
-167.571	4247	250
-167.357	4225	251
-167.143	4204	252
-166.929	4210	252
-166.714	4202	252
-166.5	4211	249
-166.286	4175	251
-166.071	4183	251
-165.857	4149	253
-165.643	4175	251
-165.429	4149	252
-165.214	4142	251
-165	4125	254
-164.786	4105	255
-164.571	4106	254
-164.357	3436	322
-164.143	3013	292
-163.929	3030	220
-163.714	4069	251
-163.5	4052	259
-163.286	4077	253
-163.071	4050	257
-162.857	4044	254
-162.643	4042	253
-162.429	4035	254
-162.214	4023	256
-162	4016	254
-161.786	4016	256
-161.571	4007	256
-161.357	3994	255
-161.143	3987	257
-160.929	3970	258
-160.714	3973	257
-160.5	3971	255
-160.286	3949	258
-160.071	3109	240
-159.857	3072	223
-159.643	3061	231
-159.429	3020	208
-159.214	3013	231
-159	3006	239
-158.786	2986	231
-158.571	2963	236
-158.357	2935	237
-158.143	2947	271
-157.929	2936	244
-157.714	2952	243
-157.5	2961	248
-157.286	2975	234
-157.071	2967	256
-156.857	2971	260
-156.643	2969	259
-156.429	2990	206
-156.214	3005	236
-156	3010	259
-155.786	3020	258
-155.571	3026	256
-155.357	3040	254
-155.143	3044	254
-154.929	3054	255
-154.714	3053	246
-154.5	3073	251
-154.286	3284	324
-154.071	3558	298
-153.857	3780	264
-153.643	3772	264
-153.429	3781	260
-153.214	3770	263
-153	3766	265
-152.786	3773	263
-152.571	3761	263
-152.357	3753	264
-152.143	3747	266
-151.929	3736	264
-151.714	3750	264
-151.5	3746	263
-151.286	3740	264
-151.071	3729	263
-150.857	3734	263
-150.643	3731	264
-150.429	3716	265
-150.214	3730	263
-150	3717	263
-149.786	3705	265
-149.571	3714	264
-149.357	3705	263
-149.143	3689	254
-148.929	3668	242
-148.714	3676	251
-148.5	3674	266
-148.286	3681	266
-148.071	3682	267
-147.857	3685	265
-147.643	3683	262
-147.429	3676	266
-147.214	3679	265
-147	3689	263
-146.786	3676	266
-146.571	3667	264
-146.357	3673	266
-146.143	3656	267
-145.929	3651	267
-145.714	3652	266
-145.5	3670	261
-145.286	3640	266
-145.071	3647	266
-144.857	3655	265
-144.643	3649	266
-144.429	3646	267
-144.214	3643	266
-144	3642	266
-143.786	3642	269
-143.571	3634	268
-143.357	3638	269
-143.143	3637	266
-142.929	3644	266
-142.714	3620	270
-142.5	3624	270
-142.286	3610	269
-142.071	3621	269
-141.857	3632	268
-141.643	3619	270
-141.429	3629	269
-141.214	3630	270
-141	3620	271
-140.786	3612	272
-140.571	3610	273
-140.357	3607	274
-140.143	3618	276
-139.929	3626	274
-139.714	3615	278
-139.5	3597	279
-139.286	3605	281
-139.071	3609	283
-138.857	3594	285
-138.643	3612	285
-138.429	3608	290
-138.214	3607	294
-138	3608	300
-137.786	3615	305
-137.571	3606	311
-137.357	3612	329
-137.143	3609	349
-136.929	3607	373
-136.714	3600	393
-136.5	3615	410
-136.286	3603	411
-136.071	3608	433
-135.857	3613	444
-135.643	3604	452
-135.429	3605	449
-135.214	3589	442
-135	3618	428
-134.786	3605	412
-134.571	3590	395
-134.357	3598	375
-134.143	3605	355
-133.929	3597	337
-133.714	3592	320
-133.5	3606	306
-133.286	3606	297
-133.071	3600	290
-132.857	3601	290
-132.643	3607	285
-132.429	3609	281
-132.214	3607	282
-132	3600	281
-131.786	3616	278
-131.571	3611	275
-131.357	3609	275
-131.143	3612	274
-130.929	3625	273
-130.714	3608	272
-130.5	3616	270
-130.286	3613	269
-130.071	3620	272
-129.857	3622	269
-129.643	3627	269
-129.429	3627	267
-129.214	3629	268
-129	3622	267
-128.786	3637	266
-128.571	3626	266
-128.357	3619	269
-128.143	3632	266
-127.929	3637	266
-127.714	3621	267
-127.5	3628	269
-127.286	3644	266
-127.071	3642	267
-126.857	3645	266
-126.643	3651	266
-126.429	3645	267
-126.214	3657	265
-126	3656	264
-125.786	3659	265
-125.571	3652	264
-125.357	3675	260
-125.143	3653	260
-124.929	3658	257
-124.714	3661	256
-124.5	3687	251
-124.286	0	6
-124.071	285	76
-123.857	301	105
-123.643	324	128
-123.429	329	163
-123.214	334	186
-123	326	202
-122.786	315	210
-122.571	340	215
-122.357	328	220
-122.143	342	232
-121.929	337	247
-121.714	345	282
-121.5	345	598
-121.286	345	661
-121.071	350	605
-120.857	340	389
-120.643	340	270
-120.429	350	247
-120.214	337	226
-120	334	216
-119.786	322	202
-119.571	350	192
-119.357	362	188
-119.143	337	165
-118.929	311	143
-118.714	326	123
-118.5	283	110
-118.286	282	97
-118.071	279	63
-117.857	3789	248
-117.643	3794	252
-117.429	3793	253
-117.214	3796	255
-117	3786	258
-116.786	3804	258
-116.571	3818	259
-116.357	3813	261
-116.143	3820	261
-115.929	3825	262
-115.714	3842	260
-115.5	3840	259
-115.286	3835	260
-115.071	3852	260
-114.857	3856	260
-114.643	3861	257
-114.429	3862	260
-114.214	3870	258
-114	3860	260
-113.786	3882	258
-113.571	3890	258
-113.357	3886	258
-113.143	3890	263
-112.929	3912	257
-112.714	3910	258
-112.5	3916	258
-112.286	3919	257
-112.071	3929	258
-111.857	3940	256
-111.643	3936	256
-111.429	3948	257
-111.214	3961	256
-111	3954	258
-110.786	3974	255
-110.571	3965	257
-110.357	3987	256
-110.143	3992	256
-109.929	4000	255
-109.714	4001	256
-109.5	3995	256
-109.286	4010	257
-109.071	4027	255
-108.857	4043	254
-108.643	4050	254
-108.429	4060	255
-108.214	4068	253
-108	4071	254
-107.786	4064	255
-107.571	4084	254
-107.357	4094	252
-107.143	4099	253
-106.929	4097	253
-106.714	4098	255
-106.5	4131	253
-106.286	4146	251
-106.071	4143	252
-105.857	4138	253
-105.643	4156	255
-105.429	4163	253
-105.214	4179	254
-105	4183	250
-104.786	4195	249
-104.571	4205	253
-104.357	4216	251
-104.143	4234	249
-103.929	4243	249
-103.714	4232	250
-103.5	4240	252
-103.286	4264	251
-103.071	4269	248
-102.857	4283	248
-102.643	4276	251
-102.429	4309	250
-102.214	4316	248
-102	4327	247
-101.786	4328	247
-101.571	4341	249
-101.357	4359	248
-101.143	4387	246
-100.929	4396	245
-100.714	4398	245
-100.5	4393	245
-100.286	4406	246
-100.071	4436	245
-99.8571	4442	245
-99.6429	4455	243
-99.4286	4473	242
-99.2143	4475	245
-99	4488	242
-98.7857	4504	243
-98.5714	4510	243
-98.3571	4516	245
-98.1429	4541	245
-97.9286	4542	242
-97.7143	4544	243
-97.5	4561	244
-97.2857	4600	242
-97.0714	4601	242
-96.8571	4626	238
-96.6429	4635	242
-96.4286	4646	240
-96.2143	4661	239
-96	4684	239
-95.7857	4673	243
-95.5714	4712	238
-95.3571	4726	239
-95.1429	4740	237
-94.9286	4760	238
-94.7143	4767	238
-94.5	4776	238
-94.2857	4792	238
-94.0714	4827	236
-93.8571	4835	238
-93.6429	4845	236
-93.4286	4864	234
-93.2143	4882	236
-93	4898	236
-92.7857	4912	236
-92.5714	4925	233
-92.3571	4956	232
-92.1429	4951	236
-91.9286	4987	233
-91.7143	4991	227
-91.5	4982	208
-91.2857	4936	194
-91.0714	4993	220
-90.8571	5054	227
-90.6429	5099	228
-90.4286	5112	229
-90.2143	5119	230
-90	5105	234
-89.7857	4916	252
-89.5714	4821	248
-89.3571	4751	232
-89.1429	4807	257
-88.9286	4872	270
-88.7143	5217	230
-88.5	5256	206
-88.2857	5186	199
-88.0714	5274	211
-87.8571	5345	223
-87.6429	5389	222
-87.4286	5426	222
-87.2143	5427	223
-87	5442	219
-86.7857	5411	200
-86.5714	5365	192
-86.3571	5414	216
-86.1429	5464	228
-85.9286	5275	250
-85.7143	5170	247
-85.5	5091	229
-85.2857	5144	254
-85.0714	5239	256
-84.8571	5290	251
-84.6429	5220	244
-84.4286	5192	232
-84.2143	5231	264
-84	5330	221
-83.7857	5652	210
-83.5714	5806	216
-83.3571	5893	212
-83.1429	5915	209
-82.9286	5941	214
-82.7143	5976	212
-82.5	5998	203
-82.2857	5919	156
-82.0714	6071	208
-81.8571	6056	210
-81.6429	5776	247
-81.4286	5655	242
-81.2143	5497	180
-81	5576	235
-80.7857	5700	262
-80.5714	6282	196
-80.3571	6326	201
-80.1429	6362	199
-79.9286	6419	196
-79.7143	6447	195
-79.5	6459	176
-79.2857	6477	140
-79.0714	5576	32
-78.8571	5446	34
-78.6429	0	0
-78.4286	6641	182
-78.2143	6711	186
-78	6739	188
-77.7857	6783	188
-77.5714	6820	191
-77.3571	6871	186
-77.1429	6897	186
-76.9286	6937	186
-76.7143	0	6
-76.5	1302	115
-76.2857	1321	182
-76.0714	1308	222
-75.8571	1303	253
-75.6429	1309	288
-75.4286	1296	934
-75.2143	1287	1082
-75	1282	1293
-74.7857	1295	1843
-74.5714	1286	2031
-74.3571	1294	2004
-74.1429	1298	1899
-73.9286	1299	1639
-73.7143	1293	1247
-73.5	1299	1042
-73.2857	1308	733
-73.0714	1295	298
-72.8571	1307	255
-72.6429	1303	227
-72.4286	1317	186
-72.2143	1311	139
-72	0	6
-71.7857	0	6
-71.5714	8264	145
-71.3571	8299	145
-71.1429	8385	143
-70.9286	8440	140
-70.7143	0	0
-70.5	8588	136
-70.2857	8638	133
-70.0714	8737	130
-69.8571	8802	128
-69.6429	8868	129
-69.4286	8943	120
-69.2143	9021	120
-69	7677	260
-68.7857	9179	115
-68.5714	9255	119
-68.3571	9331	115
-68.1429	9430	84
-67.9286	2761	253
-67.7143	2757	268
-67.5	2752	277
-67.2857	2737	281
-67.0714	2741	280
-66.8571	2748	282
-66.6429	2747	279
-66.4286	2734	281
-66.2143	2738	278
-66	2763	275
-65.7857	2762	272
-65.5714	2716	261
-65.3571	2598	251
-65.1429	2599	253
-64.9286	2574	264
-64.7143	2586	275
-64.5	2583	280
-64.2857	2588	282
-64.0714	2595	274
-63.8571	2605	266
-63.6429	2633	263
-63.4286	2651	269
-63.2143	2662	271
-63	2677	251
-62.7857	2702	238
-62.5714	2731	133
-62.3571	0	0
-62.1429	0	0
-61.9286	0	0
-61.7143	0	0
-61.5	0	0
-61.2857	0	0
-61.0714	0	0
-60.8571	0	0
-60.6429	0	0
-60.4286	0	0
-60.2143	2571	273
-60	2569	278
-59.7857	2566	283
-59.5714	2551	284
-59.3571	2563	283
-59.1429	2566	280
-58.9286	2552	283
-58.7143	2548	281
-58.5	2548	283
-58.2857	2544	282
-58.0714	2553	281
-57.8571	2552	282
-57.6429	2547	281
-57.4286	2546	284
-57.2143	2540	282
-57	2556	281
-56.7857	2530	286
-56.5714	2532	285
-56.3571	2535	285
-56.1429	2537	285
-55.9286	2525	282
-55.7143	2532	283
-55.5	2537	284
-55.2857	2537	282
-55.0714	2531	283
-54.8571	2526	284
-54.6429	2517	285
-54.4286	2519	285
-54.2143	2526	282
-54	2522	283
-53.7857	2523	284
-53.5714	2526	285
-53.3571	2526	282
-53.1429	2522	283
-52.9286	2527	284
-52.7143	2526	284
-52.5	2522	284
-52.2857	2513	284
