-180	5575	230
-179.786	5497	203
-179.571	5553	226
-179.357	5642	244
-179.143	5907	217
-178.929	6000	213
-178.714	6041	208
-178.5	6053	209
-178.286	6007	205
-178.071	5916	192
-177.857	5898	190
-177.643	5998	215
-177.429	6159	214
-177.214	6133	216
-177	5964	223
-176.786	5819	155
-176.571	5925	215
-176.357	6008	242
-176.143	6395	203
-175.929	6468	199
-175.714	6378	120
-175.5	6544	199
-175.286	6593	196
-175.071	6615	196
-174.857	6666	194
-174.643	6702	192
-174.429	6716	196
-174.214	6751	194
-174	6797	169
-173.786	5756	79
-173.571	0	0
-173.357	6941	152
-173.143	6956	187
-172.929	7003	185
-172.714	7036	186
-172.5	7100	182
-172.286	7143	180
-172.071	7167	182
-171.857	7215	178
-171.643	6208	178
-171.429	7325	174
-171.214	0	6
-171	1598	157
-170.786	1593	203
-170.571	1580	238
-170.357	1587	261
-170.143	1577	573
-169.929	1583	934
-169.714	1582	1264
-169.5	1591	1819
-169.286	1581	1907
-169.071	1578	1890
-168.857	1586	1680
-168.643	1586	1218
-168.429	1586	951
-168.214	1586	777
-168	1580	261
-167.786	1584	236
-167.571	1571	201
-167.357	1602	148
-167.143	0	6
-166.929	0	6
-166.714	8520	149
-166.5	8592	145
-166.286	8655	146
-166.071	8721	144
-165.857	0	0
-165.643	8864	143
-165.429	8937	141
-165.214	9019	137
-165	9089	135
-164.786	9160	135
-164.571	9237	128
-164.357	2874	222
-164.143	2824	248
-163.929	2801	258
-163.714	2781	260
-163.5	2766	264
-163.286	2753	268
-163.071	2761	267
-162.857	2776	269
-162.643	2776	265
-162.429	2799	242
-162.214	2845	219
-162	2897	164
-161.786	10400	110
-161.571	10509	107
-161.357	10593	104
-161.143	10714	58
-160.929	2984	253
-160.714	2965	263
-160.5	2936	273
-160.286	2952	275
-160.071	2948	276
-159.857	2940	278
-159.643	2929	278
-159.429	2931	281
-159.214	2944	278
-159	2934	275
-158.786	2949	269
-158.571	2953	258
-158.357	2995	238
-158.143	12458	60
-157.929	12609	67
-157.714	12727	52
