-180	3889	263
-179.786	3901	261
-179.571	3906	263
-179.357	3904	263
-179.143	3922	262
-178.929	3917	263
-178.714	3918	264
-178.5	3930	263
-178.286	3935	264
-178.071	3951	260
-177.857	3945	260
-177.643	3970	258
-177.429	3972	260
-177.214	3968	261
-177	3984	260
-176.786	3975	260
-176.571	3995	259
-176.357	4002	262
-176.143	3994	260
-175.929	4000	260
-175.714	4011	260
-175.5	4020	260
-175.286	4033	259
-175.071	4036	259
-174.857	4027	260
-174.643	4032	259
-174.429	4043	261
-174.214	4042	261
-174	4050	258
-173.786	4081	256
-173.571	4072	259
-173.357	4077	257
-173.143	4090	256
-172.929	4093	260
-172.714	4114	256
-172.5	4122	256
-172.286	4125	256
-172.071	4136	255
-171.857	4133	258
-171.643	4143	257
-171.429	4160	257
-171.214	4159	256
-171	4175	256
-170.786	4190	254
-170.571	4201	255
-170.357	4205	256
-170.143	4222	253
-169.929	4217	256
-169.714	4224	255
-169.5	4219	256
-169.286	4247	254
-169.071	4261	252
-168.857	4260	253
-168.643	4290	253
-168.429	4286	254
-168.214	4286	256
-168	4298	253
-167.786	4303	254
-167.571	4316	252
-167.357	4333	251
-167.143	4336	251
-166.929	4349	253
-166.714	4365	252
-166.5	4368	251
-166.286	4368	247
-166.071	4389	245
-165.857	4397	239
-165.643	0	6
-165.429	0	6
-165.214	444	101
-165	470	163
-164.786	488	208
-164.571	498	227
-164.357	488	236
-164.143	492	248
-163.929	486	266
-163.714	481	584
-163.5	492	820
-163.286	512	719
-163.071	495	280
-162.857	493	250
-162.643	508	228
-162.429	490	217
-162.214	479	199
-162	506	185
-161.786	464	121
-161.571	0	6
-161.357	0	6
-161.143	4667	231
-160.929	4684	235
-160.714	4703	236
-160.5	4711	240
-160.286	4722	243
-160.071	4738	242
-159.857	4743	243
-159.643	4756	243
-159.429	4764	244
-159.214	4796	240
-159	4811	242
-158.786	4837	241
-158.571	4847	239
-158.357	4852	239
-158.143	4868	240
-157.929	4881	241
-157.714	4912	239
-157.5	4927	239
-157.286	4939	240
-157.071	4957	239
-156.857	4964	240
-156.643	4989	239
-156.429	4999	239
-156.214	5038	236
-156	5030	238
-155.786	5069	237
-155.571	5085	238
-155.357	5094	236
-155.143	5113	234
-154.929	5120	235
-154.714	5149	236
-154.5	5188	232
-154.286	5192	235
-154.071	5216	232
-153.857	5212	220
-153.643	5154	203
-153.429	5155	207
-153.214	5232	225
-153	5299	228
-152.786	5317	232
-152.571	5210	240
-152.357	5055	252
-152.143	5000	232
-151.929	5003	245
-151.714	5088	264
-151.5	5278	250
-151.286	5486	225
-151.071	5499	224
-150.857	5470	214
-150.643	5403	199
-150.429	5441	215
-150.214	5546	223
-150	5617	223
-149.786	5638	223
-149.571	5676	221
-149.357	5673	215
-149.143	5576	201
-148.929	5434	201
-148.714	5403	237
-148.5	5305	203
-148.286	5384	249
-148.071	5480	245
-147.857	5501	238
-147.643	5415	226
-147.429	5450	243
-147.214	5549	270
-147	5846	232
-146.786	5985	205
-146.571	5900	200
-146.357	5861	205
-146.143	5949	217
-145.929	6100	215
-145.714	6171	210
-145.5	6202	209
-145.286	6218	205
-145.071	5959	153
-144.857	5910	240
-144.643	5856	227
-144.429	5837	235
-144.214	5901	256
-144	6150	150
-143.786	6471	198
-143.571	6497	201
-143.357	6544	202
-143.143	6600	200
-142.929	6613	202
-142.714	6647	199
-142.5	6708	196
-142.286	6713	194
-142.071	0	0
-141.857	0	0
-141.643	6820	47
-141.429	6889	194
-141.214	6925	195
-141	6983	191
-140.786	7017	191
-140.571	7052	190
-140.357	7081	190
-140.143	7133	188
-139.929	7197	171
-139.714	6134	146
-139.5	7281	185
-139.286	7336	185
-139.071	7397	177
-138.857	7444	176
-138.643	0	6
-138.429	1531	120
-138.214	1522	182
-138	1522	223
-137.786	1522	253
-137.571	1529	273
-137.357	1505	878
-137.143	1508	1011
-136.929	1519	1342
-136.714	1515	1884
-136.5	1520	1950
-136.286	1528	1942
-136.071	1534	1697
-135.857	1524	1238
-135.643	1521	1003
-135.429	1531	859
-135.214	1533	269
-135	1528	242
-134.786	1531	209
-134.571	1524	162
-134.357	0	6
-134.143	0	6
-133.929	8769	138
-133.714	8859	152
-133.5	8929	145
-133.286	9005	144
-133.071	9067	145
-132.857	9155	137
-132.643	9215	134
-132.429	7912	109
-132.214	9394	131
-132	9461	137
-131.786	9566	132
-131.571	9652	127
-131.357	9739	127
-131.143	9850	124
-130.929	9907	127
-130.714	10022	118
-130.5	10120	116
-130.286	10214	129
-130.071	10307	119
-129.857	10407	118
-129.643	10514	111
-129.429	10644	106
-129.214	10737	101
-129	10835	104
-128.786	10944	108
-128.571	11070	98
-128.357	11198	98
-128.143	11311	100
-127.929	11413	92
-127.714	11562	80
-127.5	11679	80
-127.286	11845	74
-127.071	11963	82
-126.857	12111	73
-126.643	12279	77
-126.429	12375	70
-126.214	12532	74
-126	12710	58
-125.786	12865	57
-125.571	13038	55
-125.357	13234	59
-125.143	13408	53
-124.929	13532	55
-124.714	13720	32
-124.5	2756	165
-124.286	2743	274
-124.071	2744	284
-123.857	2747	284
-123.643	2731	284
-123.429	2735	282
-123.214	2745	282
-123	2727	285
-122.786	2735	282
-122.571	2737	282
-122.357	2741	283
-122.143	2733	285
-121.929	2728	283
-121.714	2725	283
-121.5	2734	284
-121.286	2728	286
-121.071	2736	284
-120.857	2719	288
-120.643	2718	284
-120.429	2714	287
-120.214	2719	282
-120	2706	284
-119.786	2712	283
-119.571	2728	284
-119.357	2711	284
-119.143	2708	285
-118.929	2707	285
-118.714	2700	286
-118.5	2709	285
-118.286	2698	286
-118.071	2699	286
-117.857	2703	285
-117.643	2690	285
-117.429	2700	286
-117.214	2709	284
-117	2707	283
-116.786	2692	286
-116.571	2695	287
-116.357	2718	285
-116.143	2708	284
-115.929	2697	286
-115.714	2698	286
-115.5	2698	285
-115.286	2704	286
-115.071	2702	286
-114.857	2702	286
-114.643	2694	286
-114.429	2693	284
-114.214	2687	285
-114	2706	284
-113.786	2682	287
-113.571	2693	286
-113.357	2684	285
-113.143	2697	286
-112.929	2690	285
-112.714	2681	285
-112.5	2690	284
